id,populasyon,baslik,ana_bulgu,esleme,hekim_onayi,soru_sayisi,soru_metinleri,geri_bildirim
"auto_mixed_normal_normal_cardiac_tricuspid_049","yetişkin","Kombine: Normal Kalp Sesleri + Normal Solunum Sesleri","normal+normal","educational_mapping","beklemede","2","Kayıttaki KALP kaynaklı bileşen hangisidir? | Kayıttaki AKCİĞER kaynaklı bileşen hangisidir?","Kombine kayıtlarda iki kaynağı ayrıştırmak klinik dinlemenin temelidir."
"auto_mixed_atrial_fibrillation_rhonchi_right_upper_anterior_050","yetişkin","Kombine: Atriyal Fibrilasyon + Ronküs","atrial_fibrillation+rhonchi","educational_mapping","beklemede","2","Kayıttaki KALP kaynaklı bileşen hangisidir? | Kayıttaki AKCİĞER kaynaklı bileşen hangisidir?","Kombine kayıtlarda iki kaynağı ayrıştırmak klinik dinlemenin temelidir."
"auto_mixed_s3_fine_crackles_cardiac_aortic_051","yetişkin","Kombine: S3 (Üçüncü Kalp Sesi) + İnce Raller (Fine Crackles)","s3+fine_crackles","educational_mapping","beklemede","2","Kayıttaki KALP kaynaklı bileşen hangisidir? | Kayıttaki AKCİĞER kaynaklı bileşen hangisidir?","Kombine kayıtlarda iki kaynağı ayrıştırmak klinik dinlemenin temelidir."
"auto_mixed_late_systolic_murmur_coarse_crackles_right_lower_anterior_052","yetişkin","Kombine: Geç Sistolik Üfürüm + Kaba Raller (Coarse Crackles)","late_systolic_murmur+coarse_crackles","educational_mapping","beklemede","2","Kayıttaki KALP kaynaklı bileşen hangisidir? | Kayıttaki AKCİĞER kaynaklı bileşen hangisidir?","Kombine kayıtlarda iki kaynağı ayrıştırmak klinik dinlemenin temelidir."
"auto_mixed_late_systolic_murmur_normal_left_upper_anterior_053","yetişkin","Kombine: Geç Sistolik Üfürüm + Normal Solunum Sesleri","late_systolic_murmur+normal","educational_mapping","beklemede","2","Kayıttaki KALP kaynaklı bileşen hangisidir? | Kayıttaki AKCİĞER kaynaklı bileşen hangisidir?","Kombine kayıtlarda iki kaynağı ayrıştırmak klinik dinlemenin temelidir."
"auto_mixed_s3_rhonchi_cardiac_aortic_054","yetişkin","Kombine: S3 (Üçüncü Kalp Sesi) + Ronküs","s3+rhonchi","educational_mapping","beklemede","2","Kayıttaki KALP kaynaklı bileşen hangisidir? | Kayıttaki AKCİĞER kaynaklı bileşen hangisidir?","Kombine kayıtlarda iki kaynağı ayrıştırmak klinik dinlemenin temelidir."
"auto_mixed_s3_pleural_rub_cardiac_mitral_055","yetişkin","Kombine: S3 (Üçüncü Kalp Sesi) + Plevral Frotman","s3+pleural_rub","educational_mapping","beklemede","2","Kayıttaki KALP kaynaklı bileşen hangisidir? | Kayıttaki AKCİĞER kaynaklı bileşen hangisidir?","Kombine kayıtlarda iki kaynağı ayrıştırmak klinik dinlemenin temelidir."
"auto_mixed_mid_systolic_murmur_pleural_rub_left_middle_anterior_056","yetişkin","Kombine: Orta Sistolik Üfürüm + Plevral Frotman","mid_systolic_murmur+pleural_rub","educational_mapping","beklemede","2","Kayıttaki KALP kaynaklı bileşen hangisidir? | Kayıttaki AKCİĞER kaynaklı bileşen hangisidir?","Kombine kayıtlarda iki kaynağı ayrıştırmak klinik dinlemenin temelidir."
"auto_mixed_normal_normal_right_upper_anterior_057","yetişkin","Kombine: Normal Kalp Sesleri + Normal Solunum Sesleri","normal+normal","educational_mapping","beklemede","2","Kayıttaki KALP kaynaklı bileşen hangisidir? | Kayıttaki AKCİĞER kaynaklı bileşen hangisidir?","Kombine kayıtlarda iki kaynağı ayrıştırmak klinik dinlemenin temelidir."
"auto_mixed_early_systolic_murmur_pleural_rub_cardiac_pulmonary_058","yetişkin","Kombine: Erken Sistolik Üfürüm + Plevral Frotman","early_systolic_murmur+pleural_rub","educational_mapping","beklemede","2","Kayıttaki KALP kaynaklı bileşen hangisidir? | Kayıttaki AKCİĞER kaynaklı bileşen hangisidir?","Kombine kayıtlarda iki kaynağı ayrıştırmak klinik dinlemenin temelidir."
"auto_mixed_mid_systolic_murmur_fine_crackles_left_middle_anterior_059","yetişkin","Kombine: Orta Sistolik Üfürüm + İnce Raller (Fine Crackles)","mid_systolic_murmur+fine_crackles","educational_mapping","beklemede","2","Kayıttaki KALP kaynaklı bileşen hangisidir? | Kayıttaki AKCİĞER kaynaklı bileşen hangisidir?","Kombine kayıtlarda iki kaynağı ayrıştırmak klinik dinlemenin temelidir."
"auto_mixed_late_diastolic_murmur_rhonchi_right_upper_anterior_060","yetişkin","Kombine: Geç Diyastolik Üfürüm + Ronküs","late_diastolic_murmur+rhonchi","educational_mapping","beklemede","2","Kayıttaki KALP kaynaklı bileşen hangisidir? | Kayıttaki AKCİĞER kaynaklı bileşen hangisidir?","Kombine kayıtlarda iki kaynağı ayrıştırmak klinik dinlemenin temelidir."
"auto_mixed_late_systolic_murmur_normal_right_middle_anterior_061","yetişkin","Kombine: Geç Sistolik Üfürüm + Normal Solunum Sesleri","late_systolic_murmur+normal","educational_mapping","beklemede","2","Kayıttaki KALP kaynaklı bileşen hangisidir? | Kayıttaki AKCİĞER kaynaklı bileşen hangisidir?","Kombine kayıtlarda iki kaynağı ayrıştırmak klinik dinlemenin temelidir."
"auto_mixed_mid_systolic_murmur_pleural_rub_cardiac_pulmonary_062","yetişkin","Kombine: Orta Sistolik Üfürüm + Plevral Frotman","mid_systolic_murmur+pleural_rub","educational_mapping","beklemede","2","Kayıttaki KALP kaynaklı bileşen hangisidir? | Kayıttaki AKCİĞER kaynaklı bileşen hangisidir?","Kombine kayıtlarda iki kaynağı ayrıştırmak klinik dinlemenin temelidir."
"auto_mixed_late_systolic_murmur_wheezing_cardiac_tricuspid_063","yetişkin","Kombine: Geç Sistolik Üfürüm + Wheezing","late_systolic_murmur+wheezing","educational_mapping","beklemede","2","Kayıttaki KALP kaynaklı bileşen hangisidir? | Kayıttaki AKCİĞER kaynaklı bileşen hangisidir?","Kombine kayıtlarda iki kaynağı ayrıştırmak klinik dinlemenin temelidir."
"auto_mixed_late_systolic_murmur_fine_crackles_left_upper_anterior_064","yetişkin","Kombine: Geç Sistolik Üfürüm + İnce Raller (Fine Crackles)","late_systolic_murmur+fine_crackles","educational_mapping","beklemede","2","Kayıttaki KALP kaynaklı bileşen hangisidir? | Kayıttaki AKCİĞER kaynaklı bileşen hangisidir?","Kombine kayıtlarda iki kaynağı ayrıştırmak klinik dinlemenin temelidir."
"auto_mixed_av_block_pleural_rub_cardiac_tricuspid_065","yetişkin","Kombine: Atriyoveventriküler Blok + Plevral Frotman","av_block+pleural_rub","educational_mapping","beklemede","2","Kayıttaki KALP kaynaklı bileşen hangisidir? | Kayıttaki AKCİĞER kaynaklı bileşen hangisidir?","Kombine kayıtlarda iki kaynağı ayrıştırmak klinik dinlemenin temelidir."
"auto_mixed_early_systolic_murmur_normal_left_middle_anterior_066","yetişkin","Kombine: Erken Sistolik Üfürüm + Normal Solunum Sesleri","early_systolic_murmur+normal","educational_mapping","beklemede","2","Kayıttaki KALP kaynaklı bileşen hangisidir? | Kayıttaki AKCİĞER kaynaklı bileşen hangisidir?","Kombine kayıtlarda iki kaynağı ayrıştırmak klinik dinlemenin temelidir."
"auto_mixed_mid_systolic_murmur_wheezing_left_middle_anterior_067","yetişkin","Kombine: Orta Sistolik Üfürüm + Wheezing","mid_systolic_murmur+wheezing","educational_mapping","beklemede","2","Kayıttaki KALP kaynaklı bileşen hangisidir? | Kayıttaki AKCİĞER kaynaklı bileşen hangisidir?","Kombine kayıtlarda iki kaynağı ayrıştırmak klinik dinlemenin temelidir."
"auto_mixed_atrial_fibrillation_coarse_crackles_left_middle_anterior_068","yetişkin","Kombine: Atriyal Fibrilasyon + Kaba Raller (Coarse Crackles)","atrial_fibrillation+coarse_crackles","educational_mapping","beklemede","2","Kayıttaki KALP kaynaklı bileşen hangisidir? | Kayıttaki AKCİĞER kaynaklı bileşen hangisidir?","Kombine kayıtlarda iki kaynağı ayrıştırmak klinik dinlemenin temelidir."
"auto_mixed_tachycardia_rhonchi_right_upper_anterior_069","yetişkin","Kombine: Taşikardi + Ronküs","tachycardia+rhonchi","educational_mapping","beklemede","2","Kayıttaki KALP kaynaklı bileşen hangisidir? | Kayıttaki AKCİĞER kaynaklı bileşen hangisidir?","Kombine kayıtlarda iki kaynağı ayrıştırmak klinik dinlemenin temelidir."
"auto_mixed_atrial_fibrillation_rhonchi_cardiac_aortic_070","yetişkin","Kombine: Atriyal Fibrilasyon + Ronküs","atrial_fibrillation+rhonchi","educational_mapping","beklemede","2","Kayıttaki KALP kaynaklı bileşen hangisidir? | Kayıttaki AKCİĞER kaynaklı bileşen hangisidir?","Kombine kayıtlarda iki kaynağı ayrıştırmak klinik dinlemenin temelidir."
"auto_mixed_av_block_coarse_crackles_left_middle_anterior_071","yetişkin","Kombine: Atriyoveventriküler Blok + Kaba Raller (Coarse Crackles)","av_block+coarse_crackles","educational_mapping","beklemede","2","Kayıttaki KALP kaynaklı bileşen hangisidir? | Kayıttaki AKCİĞER kaynaklı bileşen hangisidir?","Kombine kayıtlarda iki kaynağı ayrıştırmak klinik dinlemenin temelidir."
"auto_mixed_mid_systolic_murmur_normal_cardiac_mitral_072","yetişkin","Kombine: Orta Sistolik Üfürüm + Normal Solunum Sesleri","mid_systolic_murmur+normal","educational_mapping","beklemede","2","Kayıttaki KALP kaynaklı bileşen hangisidir? | Kayıttaki AKCİĞER kaynaklı bileşen hangisidir?","Kombine kayıtlarda iki kaynağı ayrıştırmak klinik dinlemenin temelidir."
"auto_mixed_normal_rhonchi_left_upper_anterior_073","yetişkin","Kombine: Normal Kalp Sesleri + Ronküs","normal+rhonchi","educational_mapping","beklemede","2","Kayıttaki KALP kaynaklı bileşen hangisidir? | Kayıttaki AKCİĞER kaynaklı bileşen hangisidir?","Kombine kayıtlarda iki kaynağı ayrıştırmak klinik dinlemenin temelidir."
"auto_mixed_late_diastolic_murmur_pleural_rub_cardiac_aortic_074","yetişkin","Kombine: Geç Diyastolik Üfürüm + Plevral Frotman","late_diastolic_murmur+pleural_rub","educational_mapping","beklemede","2","Kayıttaki KALP kaynaklı bileşen hangisidir? | Kayıttaki AKCİĞER kaynaklı bileşen hangisidir?","Kombine kayıtlarda iki kaynağı ayrıştırmak klinik dinlemenin temelidir."
"auto_mixed_tachycardia_wheezing_cardiac_pulmonary_075","yetişkin","Kombine: Taşikardi + Wheezing","tachycardia+wheezing","educational_mapping","beklemede","2","Kayıttaki KALP kaynaklı bileşen hangisidir? | Kayıttaki AKCİĞER kaynaklı bileşen hangisidir?","Kombine kayıtlarda iki kaynağı ayrıştırmak klinik dinlemenin temelidir."
"auto_mixed_late_systolic_murmur_coarse_crackles_cardiac_tricuspid_076","yetişkin","Kombine: Geç Sistolik Üfürüm + Kaba Raller (Coarse Crackles)","late_systolic_murmur+coarse_crackles","educational_mapping","beklemede","2","Kayıttaki KALP kaynaklı bileşen hangisidir? | Kayıttaki AKCİĞER kaynaklı bileşen hangisidir?","Kombine kayıtlarda iki kaynağı ayrıştırmak klinik dinlemenin temelidir."
"auto_mixed_atrial_fibrillation_pleural_rub_right_lower_anterior_077","yetişkin","Kombine: Atriyal Fibrilasyon + Plevral Frotman","atrial_fibrillation+pleural_rub","educational_mapping","beklemede","2","Kayıttaki KALP kaynaklı bileşen hangisidir? | Kayıttaki AKCİĞER kaynaklı bileşen hangisidir?","Kombine kayıtlarda iki kaynağı ayrıştırmak klinik dinlemenin temelidir."
"auto_mixed_normal_wheezing_left_lower_anterior_078","yetişkin","Kombine: Normal Kalp Sesleri + Wheezing","normal+wheezing","educational_mapping","beklemede","2","Kayıttaki KALP kaynaklı bileşen hangisidir? | Kayıttaki AKCİĞER kaynaklı bileşen hangisidir?","Kombine kayıtlarda iki kaynağı ayrıştırmak klinik dinlemenin temelidir."
"auto_mixed_mid_systolic_murmur_fine_crackles_cardiac_pulmonary_079","yetişkin","Kombine: Orta Sistolik Üfürüm + İnce Raller (Fine Crackles)","mid_systolic_murmur+fine_crackles","educational_mapping","beklemede","2","Kayıttaki KALP kaynaklı bileşen hangisidir? | Kayıttaki AKCİĞER kaynaklı bileşen hangisidir?","Kombine kayıtlarda iki kaynağı ayrıştırmak klinik dinlemenin temelidir."
"auto_mixed_late_systolic_murmur_wheezing_cardiac_aortic_080","yetişkin","Kombine: Geç Sistolik Üfürüm + Wheezing","late_systolic_murmur+wheezing","educational_mapping","beklemede","2","Kayıttaki KALP kaynaklı bileşen hangisidir? | Kayıttaki AKCİĞER kaynaklı bileşen hangisidir?","Kombine kayıtlarda iki kaynağı ayrıştırmak klinik dinlemenin temelidir."
"auto_mixed_normal_pleural_rub_cardiac_tricuspid_081","yetişkin","Kombine: Normal Kalp Sesleri + Plevral Frotman","normal+pleural_rub","educational_mapping","beklemede","2","Kayıttaki KALP kaynaklı bileşen hangisidir? | Kayıttaki AKCİĞER kaynaklı bileşen hangisidir?","Kombine kayıtlarda iki kaynağı ayrıştırmak klinik dinlemenin temelidir."
"auto_mixed_late_systolic_murmur_rhonchi_left_upper_anterior_082","yetişkin","Kombine: Geç Sistolik Üfürüm + Ronküs","late_systolic_murmur+rhonchi","educational_mapping","beklemede","2","Kayıttaki KALP kaynaklı bileşen hangisidir? | Kayıttaki AKCİĞER kaynaklı bileşen hangisidir?","Kombine kayıtlarda iki kaynağı ayrıştırmak klinik dinlemenin temelidir."
"auto_mixed_mid_systolic_murmur_fine_crackles_left_lower_anterior_083","yetişkin","Kombine: Orta Sistolik Üfürüm + İnce Raller (Fine Crackles)","mid_systolic_murmur+fine_crackles","educational_mapping","beklemede","2","Kayıttaki KALP kaynaklı bileşen hangisidir? | Kayıttaki AKCİĞER kaynaklı bileşen hangisidir?","Kombine kayıtlarda iki kaynağı ayrıştırmak klinik dinlemenin temelidir."
"auto_mixed_early_systolic_murmur_normal_right_lower_anterior_084","yetişkin","Kombine: Erken Sistolik Üfürüm + Normal Solunum Sesleri","early_systolic_murmur+normal","educational_mapping","beklemede","2","Kayıttaki KALP kaynaklı bileşen hangisidir? | Kayıttaki AKCİĞER kaynaklı bileşen hangisidir?","Kombine kayıtlarda iki kaynağı ayrıştırmak klinik dinlemenin temelidir."
"auto_mixed_normal_fine_crackles_left_lower_anterior_085","yetişkin","Kombine: Normal Kalp Sesleri + İnce Raller (Fine Crackles)","normal+fine_crackles","educational_mapping","beklemede","2","Kayıttaki KALP kaynaklı bileşen hangisidir? | Kayıttaki AKCİĞER kaynaklı bileşen hangisidir?","Kombine kayıtlarda iki kaynağı ayrıştırmak klinik dinlemenin temelidir."
"auto_mixed_late_systolic_murmur_pleural_rub_left_lower_anterior_086","yetişkin","Kombine: Geç Sistolik Üfürüm + Plevral Frotman","late_systolic_murmur+pleural_rub","educational_mapping","beklemede","2","Kayıttaki KALP kaynaklı bileşen hangisidir? | Kayıttaki AKCİĞER kaynaklı bileşen hangisidir?","Kombine kayıtlarda iki kaynağı ayrıştırmak klinik dinlemenin temelidir."
"auto_mixed_mid_systolic_murmur_rhonchi_cardiac_aortic_087","yetişkin","Kombine: Orta Sistolik Üfürüm + Ronküs","mid_systolic_murmur+rhonchi","educational_mapping","beklemede","2","Kayıttaki KALP kaynaklı bileşen hangisidir? | Kayıttaki AKCİĞER kaynaklı bileşen hangisidir?","Kombine kayıtlarda iki kaynağı ayrıştırmak klinik dinlemenin temelidir."
"auto_mixed_atrial_fibrillation_wheezing_cardiac_mitral_088","yetişkin","Kombine: Atriyal Fibrilasyon + Wheezing","atrial_fibrillation+wheezing","educational_mapping","beklemede","2","Kayıttaki KALP kaynaklı bileşen hangisidir? | Kayıttaki AKCİĞER kaynaklı bileşen hangisidir?","Kombine kayıtlarda iki kaynağı ayrıştırmak klinik dinlemenin temelidir."
"auto_mixed_atrial_fibrillation_fine_crackles_left_lower_anterior_089","yetişkin","Kombine: Atriyal Fibrilasyon + İnce Raller (Fine Crackles)","atrial_fibrillation+fine_crackles","educational_mapping","beklemede","2","Kayıttaki KALP kaynaklı bileşen hangisidir? | Kayıttaki AKCİĞER kaynaklı bileşen hangisidir?","Kombine kayıtlarda iki kaynağı ayrıştırmak klinik dinlemenin temelidir."
"auto_mixed_s4_coarse_crackles_right_upper_anterior_090","yetişkin","Kombine: S4 (Dördüncü Kalp Sesi) + Kaba Raller (Coarse Crackles)","s4+coarse_crackles","educational_mapping","beklemede","2","Kayıttaki KALP kaynaklı bileşen hangisidir? | Kayıttaki AKCİĞER kaynaklı bileşen hangisidir?","Kombine kayıtlarda iki kaynağı ayrıştırmak klinik dinlemenin temelidir."
"auto_mixed_early_systolic_murmur_rhonchi_right_middle_anterior_091","yetişkin","Kombine: Erken Sistolik Üfürüm + Ronküs","early_systolic_murmur+rhonchi","educational_mapping","beklemede","2","Kayıttaki KALP kaynaklı bileşen hangisidir? | Kayıttaki AKCİĞER kaynaklı bileşen hangisidir?","Kombine kayıtlarda iki kaynağı ayrıştırmak klinik dinlemenin temelidir."
"auto_mixed_tachycardia_fine_crackles_right_middle_anterior_092","yetişkin","Kombine: Taşikardi + İnce Raller (Fine Crackles)","tachycardia+fine_crackles","educational_mapping","beklemede","2","Kayıttaki KALP kaynaklı bileşen hangisidir? | Kayıttaki AKCİĞER kaynaklı bileşen hangisidir?","Kombine kayıtlarda iki kaynağı ayrıştırmak klinik dinlemenin temelidir."
"auto_mixed_s3_wheezing_left_lower_anterior_093","yetişkin","Kombine: S3 (Üçüncü Kalp Sesi) + Wheezing","s3+wheezing","educational_mapping","beklemede","2","Kayıttaki KALP kaynaklı bileşen hangisidir? | Kayıttaki AKCİĞER kaynaklı bileşen hangisidir?","Kombine kayıtlarda iki kaynağı ayrıştırmak klinik dinlemenin temelidir."
"auto_mixed_early_systolic_murmur_fine_crackles_left_lower_anterior_094","yetişkin","Kombine: Erken Sistolik Üfürüm + İnce Raller (Fine Crackles)","early_systolic_murmur+fine_crackles","educational_mapping","beklemede","2","Kayıttaki KALP kaynaklı bileşen hangisidir? | Kayıttaki AKCİĞER kaynaklı bileşen hangisidir?","Kombine kayıtlarda iki kaynağı ayrıştırmak klinik dinlemenin temelidir."
"auto_mixed_av_block_wheezing_left_lower_anterior_095","yetişkin","Kombine: Atriyoveventriküler Blok + Wheezing","av_block+wheezing","educational_mapping","beklemede","2","Kayıttaki KALP kaynaklı bileşen hangisidir? | Kayıttaki AKCİĞER kaynaklı bileşen hangisidir?","Kombine kayıtlarda iki kaynağı ayrıştırmak klinik dinlemenin temelidir."
"auto_mixed_av_block_wheezing_right_middle_anterior_096","yetişkin","Kombine: Atriyoveventriküler Blok + Wheezing","av_block+wheezing","educational_mapping","beklemede","2","Kayıttaki KALP kaynaklı bileşen hangisidir? | Kayıttaki AKCİĞER kaynaklı bileşen hangisidir?","Kombine kayıtlarda iki kaynağı ayrıştırmak klinik dinlemenin temelidir."
"auto_mixed_mid_systolic_murmur_normal_cardiac_pulmonary_097","yetişkin","Kombine: Orta Sistolik Üfürüm + Normal Solunum Sesleri","mid_systolic_murmur+normal","educational_mapping","beklemede","2","Kayıttaki KALP kaynaklı bileşen hangisidir? | Kayıttaki AKCİĞER kaynaklı bileşen hangisidir?","Kombine kayıtlarda iki kaynağı ayrıştırmak klinik dinlemenin temelidir."
"auto_mixed_mid_systolic_murmur_fine_crackles_cardiac_aortic_098","yetişkin","Kombine: Orta Sistolik Üfürüm + İnce Raller (Fine Crackles)","mid_systolic_murmur+fine_crackles","educational_mapping","beklemede","2","Kayıttaki KALP kaynaklı bileşen hangisidir? | Kayıttaki AKCİĞER kaynaklı bileşen hangisidir?","Kombine kayıtlarda iki kaynağı ayrıştırmak klinik dinlemenin temelidir."
"auto_mixed_tachycardia_wheezing_cardiac_mitral_099","yetişkin","Kombine: Taşikardi + Wheezing","tachycardia+wheezing","educational_mapping","beklemede","2","Kayıttaki KALP kaynaklı bileşen hangisidir? | Kayıttaki AKCİĞER kaynaklı bileşen hangisidir?","Kombine kayıtlarda iki kaynağı ayrıştırmak klinik dinlemenin temelidir."
"auto_mixed_early_systolic_murmur_normal_cardiac_tricuspid_100","yetişkin","Kombine: Erken Sistolik Üfürüm + Normal Solunum Sesleri","early_systolic_murmur+normal","educational_mapping","beklemede","2","Kayıttaki KALP kaynaklı bileşen hangisidir? | Kayıttaki AKCİĞER kaynaklı bileşen hangisidir?","Kombine kayıtlarda iki kaynağı ayrıştırmak klinik dinlemenin temelidir."
"auto_mixed_s3_wheezing_left_upper_anterior_101","yetişkin","Kombine: S3 (Üçüncü Kalp Sesi) + Wheezing","s3+wheezing","educational_mapping","beklemede","2","Kayıttaki KALP kaynaklı bileşen hangisidir? | Kayıttaki AKCİĞER kaynaklı bileşen hangisidir?","Kombine kayıtlarda iki kaynağı ayrıştırmak klinik dinlemenin temelidir."
"auto_mixed_normal_fine_crackles_cardiac_mitral_102","yetişkin","Kombine: Normal Kalp Sesleri + İnce Raller (Fine Crackles)","normal+fine_crackles","educational_mapping","beklemede","2","Kayıttaki KALP kaynaklı bileşen hangisidir? | Kayıttaki AKCİĞER kaynaklı bileşen hangisidir?","Kombine kayıtlarda iki kaynağı ayrıştırmak klinik dinlemenin temelidir."
"auto_mixed_av_block_normal_left_middle_anterior_103","yetişkin","Kombine: Atriyoveventriküler Blok + Normal Solunum Sesleri","av_block+normal","educational_mapping","beklemede","2","Kayıttaki KALP kaynaklı bileşen hangisidir? | Kayıttaki AKCİĞER kaynaklı bileşen hangisidir?","Kombine kayıtlarda iki kaynağı ayrıştırmak klinik dinlemenin temelidir."
"auto_mixed_tachycardia_wheezing_cardiac_aortic_104","yetişkin","Kombine: Taşikardi + Wheezing","tachycardia+wheezing","educational_mapping","beklemede","2","Kayıttaki KALP kaynaklı bileşen hangisidir? | Kayıttaki AKCİĞER kaynaklı bileşen hangisidir?","Kombine kayıtlarda iki kaynağı ayrıştırmak klinik dinlemenin temelidir."
"auto_mixed_late_diastolic_murmur_fine_crackles_cardiac_mitral_105","yetişkin","Kombine: Geç Diyastolik Üfürüm + İnce Raller (Fine Crackles)","late_diastolic_murmur+fine_crackles","educational_mapping","beklemede","2","Kayıttaki KALP kaynaklı bileşen hangisidir? | Kayıttaki AKCİĞER kaynaklı bileşen hangisidir?","Kombine kayıtlarda iki kaynağı ayrıştırmak klinik dinlemenin temelidir."
"auto_mixed_tachycardia_normal_left_lower_anterior_106","yetişkin","Kombine: Taşikardi + Normal Solunum Sesleri","tachycardia+normal","educational_mapping","beklemede","2","Kayıttaki KALP kaynaklı bileşen hangisidir? | Kayıttaki AKCİĞER kaynaklı bileşen hangisidir?","Kombine kayıtlarda iki kaynağı ayrıştırmak klinik dinlemenin temelidir."
"auto_mixed_s4_wheezing_cardiac_mitral_107","yetişkin","Kombine: S4 (Dördüncü Kalp Sesi) + Wheezing","s4+wheezing","educational_mapping","beklemede","2","Kayıttaki KALP kaynaklı bileşen hangisidir? | Kayıttaki AKCİĞER kaynaklı bileşen hangisidir?","Kombine kayıtlarda iki kaynağı ayrıştırmak klinik dinlemenin temelidir."
"auto_mixed_mid_systolic_murmur_normal_right_middle_anterior_108","yetişkin","Kombine: Orta Sistolik Üfürüm + Normal Solunum Sesleri","mid_systolic_murmur+normal","educational_mapping","beklemede","2","Kayıttaki KALP kaynaklı bileşen hangisidir? | Kayıttaki AKCİĞER kaynaklı bileşen hangisidir?","Kombine kayıtlarda iki kaynağı ayrıştırmak klinik dinlemenin temelidir."
"auto_mixed_early_systolic_murmur_wheezing_right_lower_anterior_109","yetişkin","Kombine: Erken Sistolik Üfürüm + Wheezing","early_systolic_murmur+wheezing","educational_mapping","beklemede","2","Kayıttaki KALP kaynaklı bileşen hangisidir? | Kayıttaki AKCİĞER kaynaklı bileşen hangisidir?","Kombine kayıtlarda iki kaynağı ayrıştırmak klinik dinlemenin temelidir."
"auto_mixed_av_block_normal_left_upper_anterior_110","yetişkin","Kombine: Atriyoveventriküler Blok + Normal Solunum Sesleri","av_block+normal","educational_mapping","beklemede","2","Kayıttaki KALP kaynaklı bileşen hangisidir? | Kayıttaki AKCİĞER kaynaklı bileşen hangisidir?","Kombine kayıtlarda iki kaynağı ayrıştırmak klinik dinlemenin temelidir."
"auto_mixed_late_diastolic_murmur_normal_cardiac_aortic_111","yetişkin","Kombine: Geç Diyastolik Üfürüm + Normal Solunum Sesleri","late_diastolic_murmur+normal","educational_mapping","beklemede","2","Kayıttaki KALP kaynaklı bileşen hangisidir? | Kayıttaki AKCİĞER kaynaklı bileşen hangisidir?","Kombine kayıtlarda iki kaynağı ayrıştırmak klinik dinlemenin temelidir."
"auto_ped_normal_aortic_001","pediatrik","Pediatrik Normal Kalp Sesleri — Aort odağı","normal","validated","beklemede","2","Ana odakta duyduğunuz bulgu hangisidir? | Bu yaş grubunda beklenen istirahat kalp hızı aralığı hangisidir?","Pediatrik gerçek hasta kaydı (CirCor). Çocuklarda kalp hızı yaşla azalır; okul çağında ~70–110/dk beklenir."
"auto_ped_mid_systolic_murmur_aortic_002","pediatrik","Pediatrik Orta Sistolik Üfürüm — Aort odağı","mid_systolic_murmur","validated","beklemede","2","Ana odakta duyduğunuz bulgu hangisidir? | Bu yaş grubunda beklenen istirahat kalp hızı aralığı hangisidir?","Pediatrik gerçek hasta kaydı (CirCor). Orta sistolik üfürüm pediatride sık duyulur; masum Still üfürümü kısa ve müzikal olabilir."
"auto_ped_early_systolic_murmur_aortic_003","pediatrik","Pediatrik Erken Sistolik Üfürüm — Aort odağı","early_systolic_murmur","validated","beklemede","2","Ana odakta duyduğunuz bulgu hangisidir? | Bu yaş grubunda beklenen istirahat kalp hızı aralığı hangisidir?","Pediatrik gerçek hasta kaydı (CirCor). Ateşli dönemde kısa sistolik üfürümler sık; masum/patolojik ayrımı klinik bağlamla yapılır."
"auto_ped_late_systolic_murmur_aortic_004","pediatrik","Pediatrik Geç Sistolik Üfürüm — Aort odağı","late_systolic_murmur","validated","beklemede","2","Ana odakta duyduğunuz bulgu hangisidir? | Bu yaş grubunda beklenen istirahat kalp hızı aralığı hangisidir?","Pediatrik gerçek hasta kaydı (CirCor). Geç sistolik üfürüm genellikle daha dikkatli değerlendirme gerektirir."
